schule,schuleLabel,koord,adresse,gründung,jedeschuleID,schulnummer,ausbildungsberufe,teil_von,besteht_aus,website
http://www.wikidata.org/entity/Q89489747,Wilhelm-Maybach-Schule Stuttgart,Point(9.231 48.81023),"Gnesener Str. 44,  70374 Stuttgart",,BW-04101485,,Kfz-Mechatroniker [25212]; Fertigungsmechaniker [25112]; Industriemechaniker [25102]; Technischer Modellbauer [27232]; Gießereimechaniker [24132],,,https://www.wilhelm-maybach-schule.de/
http://www.wikidata.org/entity/Q99896724,Carl-Hahn-Schule,Point(10.78128 52.42768),"Schachtweg 2, 38440 Wolfsburg",,NI-71559,,Zahnmedizinischer Fachangestellter [81112]; Verkäufer [62102]; Automobilkaufmann [62272]; Bankkaufmann [72112010]; Fachlagerist [51312]; Fachkraft für Lagerlogistik [51312]; Kaufmann im Einzelhandel [62102010]; Medizinischer Fachangestellter [81102]; Kaufmann für Digitalisierungsmanagement [43112],,,https://www.chs-wolfsburg.de
http://www.wikidata.org/entity/Q134172067,Oberstufenzentrum Lausitz,Point(13.8172593 51.4920322),"Lauchhammerstraße 33, 01987 Schwarzheide",,BB-200025,,Chemikant [41312]; Produktionsfachkraft Chemie [41312040]; Maschinen- und Anlagenführer [25122]; Kunststoff- und Kautschuktechnologe [22102]; Chemielaborant [41322010],,Oberstufenzentrum Lausitz Standort Sedlitz; Oberstufenzentrum Lausitz Standort Lauchhammer,http://www.oszlausitz.de
http://www.wikidata.org/entity/Q134172172,Oberstufenzentrum Ostprignitz-Ruppin,Point(12.8227432 52.9481927),"Alt Ruppiner Allee 39, 16816 Neuruppin",,BB-200049,,"Tischler [22342350]; Fleischer [29232]; Zahnmedizinischer Fachangestellter [81112]; Anlagenmechaniker für Sanitär-, Heizungs- und Klimatechnik [34212]; Verkäufer [62102]; Kfz-Mechatroniker [25212]; Erzieher [–]; Sozialassistent [–]; Holzmechaniker [22342]; Steuerfachangestellter [72302]; Fachverkäufer im Lebensmittelhandwerk (Fleischerei) [62322313]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010]; Medizinischer Fachangestellter [81102]; Verwaltungsfachangestellter [73202]; Heilerziehungspfleger [–]; Forstwirt [11712]; Hotelfachmann [63222]; Fachkraft für Restaurants und Veranstaltungsgastronomie [63302100]; Land- und Baumaschinenmechatroniker [25222]; Fachpraktiker im Verkauf [62102]",,,https://www.oszopr.de/
http://www.wikidata.org/entity/Q134172281,Oberstufenzentrum Landkreis Teltow-Fläming,Point(13.1590773 52.0828638),"An der Stiege 1, 14943 Luckenwalde",1999-01-01T00:00:00Z,BB-200300,,Zahnmedizinischer Fachangestellter [81112]; Verkäufer [62102]; Erzieher [–]; Sozialassistent [–]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010]; Medizinischer Fachangestellter [81102]; Heilerziehungspfleger [–],,Oberstufenzentrum Landkreis Teltow-Fläming Standort Ludwigsfelde Am Birkengrund,http://www.oberstufenzentrum-teltow-flaeming.de
http://www.wikidata.org/entity/Q134174080,Oberstufenzentrum I des Landkreises Spree-Neiße,Point(14.655085695 51.750687336),"Heinrich-Heine-Straße 14-16, 03149 Forst (Lausitz)",1885-01-01T00:00:00Z,BB-200013,,"Anlagenmechaniker [34342]; Anlagenmechaniker für Sanitär-, Heizungs- und Klimatechnik [34212]; Kfz-Mechatroniker [25212]; Industrieelektriker [26302]; Elektroniker für Betriebstechnik [26252310]; Fachkraft für Metalltechnik [25112]; IT-Systemelektroniker [26312]; Industriemechaniker [25102]; Maschinen- und Anlagenführer [25122]; Mechatroniker [26112]; Elektroniker der Fachrichtung Energie- und Gebäudetechnik [26212421]; Fachinformatiker für Anwendungsentwicklung [43412]; Fachinformatiker für Systemintegration [43102]; Fachpraktiker für Elektronik [26212]; Fachpraktiker für KFZ-Mechatronik [25212440]",,,https://www.osz1spn.de/
http://www.wikidata.org/entity/Q134174138,Oberstufenzentrum II des Landkreises Spree-Neiße,Point(14.338941422 51.72692652),"Makarenkostraße 8/9, 03050 Cottbus",,BB-200098,,Friseur [82312310]; Landwirt [11102]; Koch [29302]; Bäcker [29222310]; Fleischer [29232]; Zahnmedizinischer Fachangestellter [81112]; Verkäufer [62102]; Bankkaufmann [72112010]; Fachkraft für Gastronomie [63302]; Fachangestellter für Arbeitsmarktdienstleistungen [73212]; Fachverkäufer im Lebensmittelhandwerk (Bäckerei) [62312331]; Industriekaufmann [71302]; Kaufmann für Dialogmarketing [92122]; Kaufmann für Groß- und Außenhandelsmanagement [61212]; Servicefachkraft für Dialogmarketing [92122]; Sozialversicherungsfachangestellter [73212]; Steuerfachangestellter [72302]; Fachverkäufer im Lebensmittelhandwerk (Fleischerei) [62322313]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010]; Medizinischer Fachangestellter [81102]; Verwaltungsfachangestellter [73202]; Hotelfachmann [63222]; Fachverkäufer im Lebensmittelhandwerk (Konditorei) [62312332]; Fachkraft Küche [29302060]; Fachpraktiker Küche [29302050]; Fachkraft für Restaurants und Veranstaltungsgastronomie [63302100]; Bäckerfachwerker [29222320]; Fachpraktiker für Fleischer [29232360]; Fachpraktiker im Verkauf [62102]; Fachpraktiker im Gastgewerbe [63302]; Landwirtschaftsfachwerker [11102630],,,https://www.osz2spn.de/
http://www.wikidata.org/entity/Q134176009,Oberstufenzentrum Werder des Landkreises Potsdam-Mittelmark,Point(12.9276602 52.3802812),"Altenkirch-Weg 6-8, 14524 Werder (Havel)",,BB-200323,,Verkäufer [62102]; Automobilkaufmann [62272]; Erzieher [–]; Fachlagerist [51312]; Fachkraft für Lagerlogistik [51312]; Immobilienkaufmann [61312]; Kaufmann für Groß- und Außenhandelsmanagement [61212]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010]; Kaufmann im E-Commerce [61282],,Oberstufenzentrum Werder des Landkreises Potsdam-Mittelmark Standort Groß Kreutz,http://www.osz-werder.de
http://www.wikidata.org/entity/Q134176075,Oberstufenzentrum I Technik des Landkreises Potsdam-Mittelmark,Point(13.2387067 52.3959694),"Potsdamer Straße 4, 14513 Teltow",,BB-200311,,"Anlagenmechaniker für Sanitär-, Heizungs- und Klimatechnik [34212]; Kfz-Mechatroniker [25212]; Fachkraft für Veranstaltungstechnik [94512]; IT-Systemelektroniker [26312]; Informationselektroniker [26312]; Mediengestalter Bild und Ton [94532]; Wasserbauer [32262]; Elektroniker der Fachrichtung Energie- und Gebäudetechnik [26212421]; Fachinformatiker für Anwendungsentwicklung [43412]; Fachinformatiker Digitale Vernetzung [43112]; Fachinformatiker für Systemintegration [43102]; Fachinformatiker Daten- und Prozessanalyse [43112]",,,http://www.osz-teltow.de
http://www.wikidata.org/entity/Q60162389,Staatliche Berufsfachschule für Glas und Schmuck,Point(10.632981 47.908722),"Dürerweg 5,87600 Kaufbeuren-Neugablonz",1947-01-01T00:00:00Z,BY-SCHUL_SCHULSTANDORTEBERUFLICHESCHULEN_7770e8b8-ec8b-4f0d-bd13-3c950f4786f7,8132,Goldschmied [93522]; Graveur [93532]; Silberschmied [93522]; Glas- und Porzellanmaler [93422],,,https://bfs-ngl.de/; https://www.berufsfachschule-neugablonz.de/
http://www.wikidata.org/entity/Q59771103,Johanna-Wittum-Schule,Point(8.7325759 48.8879225),"Kaulbachstr. 34, 75175 Pforzheim",,BW-04102969,,Altenpflegehelfer [–]; Pflegefachmann [–],,,https://www.johanna-wittum-schule.de/
http://www.wikidata.org/entity/Q60773379,Louise-Schroeder-Schule,Point(13.30571 52.411362),"Lippstädter Straße 9–11, 12207 Berlin",1982-01-01T00:00:00Z,BE-06B02,,Fachangestellter für Medien- und Informationsdienste [73332]; Kaufmann für Büromanagement [71402]; Verwaltungsfachangestellter [73202],,,https://www.osz-louise-schroeder.de/
http://www.wikidata.org/entity/Q64004200,Kaufmännische und Hauswirtschaftliche Schulen Donaueschingen,Point(8.489798 47.948678),"Eichendorffstr. 21, 78166 Donaueschingen",,BW-04100663,,Verkäufer [62102]; Fachlagerist [51312]; Fachkraft für Lagerlogistik [51312]; Kaufmann für IT-System-Management [43232]; Industriekaufmann [71302]; Mathematisch-technischer Softwareentwickler [43412030]; Kaufmann im Einzelhandel [62102010]; Kaufmann für Digitalisierungsmanagement [43112],,,https://www.khs-donaueschingen.de
http://www.wikidata.org/entity/Q64431608,Rüdiger-Butte-Schule,Point(9.3556095 52.0991287),Mühlenstraße 16 31785 Hameln,,NI-70592,,Bankkaufmann [72112010]; Industriekaufmann [71302]; Kaufmann für Groß- und Außenhandelsmanagement [61212]; Steuerfachangestellter [72302]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010]; Verwaltungsfachangestellter [73202]; Fachpraktiker im Verkauf [62102],,,https://www.rbs-hameln.de/
http://www.wikidata.org/entity/Q64739133,Oberstufenzentrum I Barnim,Point(13.543333333 52.706666666),"Hans-Wittwer-Straße 7, 16321 Bernau bei Berlin",,BB-200402,,Zahnmedizinischer Fachangestellter [81112]; Verkäufer [62102]; Kaufmann für Marketingkommunikation [92112]; Kaufmann für Groß- und Außenhandelsmanagement [61212]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010]; Medizinischer Fachangestellter [81102]; Verwaltungsfachangestellter [73202]; Fachpraktiker für Bürokommunikation [71402130]; Fachpraktiker im Verkauf [62102]; Fachpraktiker Lager [51312120],,,https://www.osz1-barnim.de
http://www.wikidata.org/entity/Q65038375,Max-Eyth-Schule Stuttgart,Point(9.168803 48.776447),"Fritz-Elsas-Str. 29, 70174 Stuttgart",,BW-04101424,,Zerspanungsmechaniker [24232]; Fachkraft für Schutz und Sicherheit [53112]; Feinwerkmechaniker [24512]; Industriemechaniker [25102]; Maschinen- und Anlagenführer [25122]; Technischer Produktdesigner [27212]; Servicekraft für Schutz und Sicherheit [53112],,,http://www.mes-stuttgart.de/mescms/
http://www.wikidata.org/entity/Q65239480,Kaufmännische Schule 1,Point(9.1620496 48.7706323),"Hasenbergstr. 26, 70178 Stuttgart",1905-01-01T00:00:00Z,BW-04100249,,"Verkäufer [62102]; Bankkaufmann [72112010]; Fachlagerist [51312]; Fachkraft für Kurier-, Express- und Postdienstleistungen [51322]; Fachkraft für Lagerlogistik [51312]; Kaufmann für Spedition und Logistikdienstleistung [51622]; Kaufmann im Gesundheitswesen [73222]; Sozialversicherungsfachangestellter [73212]; Sport- und Fitnesskaufmann [63122]; Sportfachmann [63122]; Kaufmann im Einzelhandel [62102010]; Verwaltungsfachangestellter [73202]; Tourismuskaufmann [63112310]; Kaufmann für Versicherungen und Finanzanlagen [72132]",,,http://www.ks1-stuttgart.de
http://www.wikidata.org/entity/Q65242697,Oswald-von-Nell-Breuning-Schule,Point(8.6180886 48.1617763),"Heerstr. 150, 78628 Rottweil",,BW-04100833,,Verkäufer [62102]; Bankkaufmann [72112010]; Industriekaufmann [71302]; Kaufmann für Groß- und Außenhandelsmanagement [61212]; Steuerfachangestellter [72302]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010]; Medizinischer Fachangestellter [81102]; Verwaltungsfachangestellter [73202],,,http://www.nbs-rottweil.de
http://www.wikidata.org/entity/Q134285932,Berufsbildende Schule Wissen,Point(7.7478177 50.762201),"Hachenburger Straße 47, 57537 Wissen",,RP-60059,60059,Altenpflegehelfer [–]; Altenpfleger [–]; Zahnmedizinischer Fachangestellter [81112]; Bankkaufmann [72112010]; Erzieher [–]; Fachlagerist [51312]; Fachkraft für Lagerlogistik [51312]; Industriekaufmann [71302]; Kaufmann für Groß- und Außenhandelsmanagement [61212]; Pflegefachmann [–]; Pharmazeutisch-kaufmännischer Angestellter [62412]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010]; Medizinischer Fachangestellter [81102]; Verwaltungsfachangestellter [73202]; Heilerziehungspfleger [–]; Berufskraftfahrer [52122]; Kaufmann im E-Commerce [61282]; Fachpraktiker Hauswirtschaft [83212040]; Fachpraktiker Service in sozialen Einrichtungen [83212060],,,http://www.bbs-wissen.de
http://www.wikidata.org/entity/Q134285944,Andreas-Albert-Schule,Point(8.3457229 49.5319197),"Petersgartenweg 9, 67227 Frankenthal",,RP-60226,60226,Friseur [82312310]; Bäcker [29222310]; Zerspanungsmechaniker [24232]; Anlagenmechaniker [34342]; Verkäufer [62102]; Kfz-Mechatroniker [25212]; Elektroniker für Betriebstechnik [26252310]; Fachkraft für Metalltechnik [25112]; Industriekaufmann [71302]; Industriemechaniker [25102]; Maschinen- und Anlagenführer [25122]; Sport- und Fitnesskaufmann [63122]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010]; Medizinischer Fachangestellter [81102]; Elektroniker der Fachrichtung Energie- und Gebäudetechnik [26212421],,,https://andreas-albert-schule.de/
http://www.wikidata.org/entity/Q134287784,Berufsbildende Schule Boppard,Point(7.5885763 50.2285797),"Antoniusstraße 21, 56154 Boppard",,RP-60119,60119,Bäcker [29222310]; Zerspanungsmechaniker [24232]; Verkäufer [62102]; Erzieher [–]; Fachkraft für Gastronomie [63302]; Fachmann für Systemgastronomie [63312]; Fachverkäufer im Lebensmittelhandwerk (Bäckerei) [62312331]; Feinwerkmechaniker [24512]; Kaufmann für Hotelmanagement [63212]; Industriemechaniker [25102]; Konstruktionsmechaniker [24412]; Restaurantfachmann [63302050]; Technischer Produktdesigner [27212]; Werkzeugmechaniker [24522]; Fachverkäufer im Lebensmittelhandwerk (Fleischerei) [62322313]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010]; Medizinischer Fachangestellter [81102]; Heilerziehungspfleger [–]; Hotelfachmann [63222]; Fachkraft für Restaurants und Veranstaltungsgastronomie [63302100],,,http://www.bbs-boppard.de
http://www.wikidata.org/entity/Q134235039,Regionales berufliches Bildungszentrum des Landkreises Vorpommern-Rügen Standort Sassnitz,Point(13.6187321 54.509119),"Straße der Jugend 7, 18546 Sassnitz",,,,Hotelfachmann [63222]; Fachkraft Küche [29302060]; Fachkraft für Restaurants und Veranstaltungsgastronomie [63302100]; Koch [29302]; Verkäufer [62102]; Fachkraft für Gastronomie [63302]; Fischwirt [11422]; Fischwirt [11412]; Kaufmann für Hotelmanagement [63212]; Kaufmann im Einzelhandel [62102010],Regionales berufliches Bildungszentrum des Landkreises Vorpommern-Rügen,,
http://www.wikidata.org/entity/Q134235670,Regionales Berufliches Bildungszentrum Wolgast-Torgelow Außenstelle Torgelow,Point(14.0136756 53.6353351),"Ueckermünder Straße 17, 17358 Torgelow",,,,Landwirt [11102]; Bäcker [29222310]; Verkäufer [62102]; Kfz-Mechatroniker [25212]; Fachverkäufer im Lebensmittelhandwerk (Bäckerei) [62312331]; Konditor [29222]; Kaufmann im Einzelhandel [62102010]; Fachverkäufer im Lebensmittelhandwerk (Konditorei) [62312332]; Gießereimechaniker [24132],Regionales Berufliches Bildungszentrum Wolgast-Torgelow,,
http://www.wikidata.org/entity/Q134237069,Regionales Berufliches Bildungszentrum der Landeshauptstadt Schwerin (Werkstr. 108) -Gesundheit und Sozialwesen-,Point(11.3845199 53.5762655),"Werkstr. 108, 19061 Schwerin",,MV-75630320,,Friseur [82312310]; Pharmazeutisch-technischer Assistent [–]; Sozialassistent [–]; Kosmetiker [82322],Regionales Berufliches Bildungszentrum der Landeshauptstadt Schwerin (Dr.-Hans-Wolf-Str. 9) - Gesundheit und Sozialwesen -,,https://www.geso-sn.de/
http://www.wikidata.org/entity/Q134237137,Regionales Berufliches Bildungszentrum der Landeshauptstadt Schwerin (Dr.-Hans-Wolf-Str. 9) - Gesundheit und Sozialwesen -,Point(11.4100455 53.6398377),"Dr.-Hans-Wolf-Str. 9, 19055 Schwerin",,,,Zahnmedizinischer Fachangestellter [81112]; Gesundheits- und Krankenpflegehelfer [–]; Pflegefachmann [–]; Medizinischer Fachangestellter [81102],,Regionales Berufliches Bildungszentrum der Landeshauptstadt Schwerin (Werkstr. 108) -Gesundheit und Sozialwesen-; Regionales Berufliches Bildungszentrum der Landeshauptstadt Schwerin (Arsenalstraße 30) - Gesundheit und Sozialwesen -,https://rbb-technik-schwerin.de/
http://www.wikidata.org/entity/Q134237244,Regionales Berufliches Bildungszentrum der Landeshauptstadt Schwerin (Arsenalstraße 30) - Gesundheit und Sozialwesen -,Point(11.4089038 53.6300792),"Arsenalstr. 30, 19053 Schwerin",,,,Erzieher [–]; Notfallsanitäter [–]; Heilerziehungspfleger [–],Regionales Berufliches Bildungszentrum der Landeshauptstadt Schwerin (Dr.-Hans-Wolf-Str. 9) - Gesundheit und Sozialwesen -,,
http://www.wikidata.org/entity/Q134284871,Regionales Berufliches Bildungszentrum der Landeshauptstadt Schwerin -Wirtschaft und Verwaltung-,Point(11.4023064 53.6362973),"Obotritenring 50, 19059 Schwerin",,MV-75630290,,"Rechtsanwalts- und Notarfachangestellter [73112]; Verkäufer [62102]; Bankkaufmann [72112010]; Fachlagerist [51312]; Fachkraft für Lagerlogistik [51312]; Fachkraft für Möbel-, Küchen- und Umzugsservice [22342320]; Kaufmann für Spedition und Logistikdienstleistung [51622]; Kaufmann für Dialogmarketing [92122]; Kaufmann für Tourismus und Freizeit [63112010]; Kaufmann für Groß- und Außenhandelsmanagement [61212]; Sozialversicherungsfachangestellter [73212]; Steuerfachangestellter [72302]; Veranstaltungskaufmann [63402]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010]; Verwaltungsfachangestellter [73202]; Kaufmann für Versicherungen und Finanzanlagen [72132]",,,https://rbb-wv-sn.lhs-schulen.de/
http://www.wikidata.org/entity/Q134288104,Berufsbildende Schule Pirmasens,Point(7.6039032 49.1905222),"Adlerstraße 31, 66955 Pirmasens",,RP-60256,60256,"Wärme-, Kälte- und Schallschutzisolierer [33312]; Fachkraft für Lederverarbeitung [28322060]; Feinwerkmechaniker [24512]; Hochbaufacharbeiter [32102]; Industriekaufmann [71302]; Industriemechaniker [25102]; Maschinen- und Anlagenführer [25122]; Kaufmann für Dialogmarketing [92122]; Kaufmann für Groß- und Außenhandelsmanagement [61212]; Servicefachkraft für Dialogmarketing [92122]; Steuerfachangestellter [72302]; Tiefbaufacharbeiter [32202]; Kunststoff- und Kautschuktechnologe [22102]; Kaufmann für Büromanagement [71402]; Stuckateur [33222]; Kaufmann im Einzelhandel [62102010]; Verwaltungsfachangestellter [73202]; Straßenbauer [32222]; Fliesen-, Platten- und Mosaikleger [33112]; Rollladen- und Sonnenschutzmechatroniker [33352]; Hotelfachmann [63222]; Fachkraft Küche [29302060]; Fachinformatiker für Anwendungsentwicklung [43412]; Fachinformatiker für Systemintegration [43102]; Fachkraft für Restaurants und Veranstaltungsgastronomie [63302100]; Friseur [82312310]; Zimmerer [33322320]; Koch [29302]; Maurer [32122]; Dachdecker [32142330]; Anlagenmechaniker für Sanitär-, Heizungs- und Klimatechnik [34212]; Verkäufer [62102]; Kfz-Mechatroniker [25212]; Fachkraft für Gastronomie [63302]; Schuhfertiger [28332]",,Deutsche Schuhfachschule,http://BBSPirmasens.de
http://www.wikidata.org/entity/Q134288190,Ignaz-Roth-Schule,Point(7.3684921 49.2477513),"Johann-Schwebel-Straße 1, 66482 Zweibrücken",,RP-60286,60286,Zerspanungsmechaniker [24232]; Maler und Lackierer [33212]; Verkäufer [62102]; Kfz-Mechatroniker [25212]; Industriemechaniker [25102]; Konstruktionsmechaniker [24412]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010]; Mechatroniker [26112],,,http://www.bbs-zw.de
http://www.wikidata.org/entity/Q134288280,Berufsbildende Schule Alzey,Point(8.1204215 49.7397411),"Dr.-Georg-Durst-Straße 34, 55232 Alzey",,RP-60299,60299,"Friseur [82312310]; Maler und Lackierer [33212]; Tischler [22342350]; Anlagenmechaniker für Sanitär-, Heizungs- und Klimatechnik [34212]; Verkäufer [62102]; Kfz-Mechatroniker [25212]; Elektroniker [26252]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010]; Bauten- und Objektbeschichter [33212320]",,,https://www.bbs-alzey.net/
http://www.wikidata.org/entity/Q134288289,Berufsbildende Schule Donnersbergkreis,Point(7.8237091 49.6307755),"Alleestr. 8, 67806 Rockenhausen",,RP-60302,60302,Zerspanungsmechaniker [24232]; Kfz-Mechatroniker [25212]; Elektroniker für Betriebstechnik [26252310]; Industriemechaniker [25102]; Maschinen- und Anlagenführer [25122]; Werkzeugmechaniker [24522]; Elektroniker der Fachrichtung Energie- und Gebäudetechnik [26212421],,Berufsbildende Schule Donnersbergkreis Standort Eisenberg; Berufsbildende Schule Donnersbergkreis Standort Alsenz,http://www.bbs-donnersbergkreis.de
http://www.wikidata.org/entity/Q134288316,Berufsbildende Schule Germersheim,Point(8.375787 49.2165335),"Paradeplatz 8, 76726 Germersheim",,RP-60316,60316,Friseur [82312310]; Tischler [22342350]; Altenpflegehelfer [–]; Verkäufer [62102]; Kfz-Mechatroniker [25212]; Holzmechaniker [22342]; Industriekaufmann [71302]; Maschinen- und Anlagenführer [25122]; Kaufmann für Groß- und Außenhandelsmanagement [61212]; Pflegefachmann [–]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010]; Kaufmann für Digitalisierungsmanagement [43112]; Metallbauer [24412],,Berufsbildende Schule Germersheim Standort Wörth,https://www.bbs-germersheim.de/
http://www.wikidata.org/entity/Q134288332,Berufsbildende Schule Kusel,Point(7.3997856 49.531356),"Am Roßberg 1, 66869 Kusel",,RP-60329,60329,"Zimmerer [33322320]; Zerspanungsmechaniker [24232]; Maurer [32122]; Altenpflegehelfer [–]; Verkäufer [62102]; Kfz-Mechatroniker [25212]; Ausbaufacharbeiter [33302320]; Beton- und Stahlbetonbauer [32112]; Produktionsmechaniker Textil [28102]; Hochbaufacharbeiter [32102]; Holzmechaniker [22342]; Industriekaufmann [71302]; Industriemechaniker [25102]; Maschinen- und Anlagenführer [25122]; Kaufmann für Groß- und Außenhandelsmanagement [61212]; Kaufmännischer Assistent [–]; Konstruktionsmechaniker [24412]; Pflegefachmann [–]; Rohrleitungsbauer [34322]; Kaufmann für Büromanagement [71402]; Stuckateur [33222]; Kaufmann im Einzelhandel [62102010]; Straßenbauer [32222]; Elektroniker der Fachrichtung Energie- und Gebäudetechnik [26212421]; Fliesen-, Platten- und Mosaikleger [33112]; Metallbauer [24412]; Fachpraktiker für Holzverarbeitung [22302390]",,,http://www.bbs-kusel.de
http://www.wikidata.org/entity/Q134288341,Berufsbildende Schule Bingen,Point(7.9124742 49.9685654),"Pennrichstraße 9, 55411 Bingen am Rhein",,RP-60346,60346,Automatenfachmann [25132]; Informationstechnischer Assistent [–]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010]; Berufskraftfahrer [52122]; Fachlagerist [51312]; Fachkraft für Lagerlogistik [51312]; Sozialassistent [–]; Kaufmann für Spedition und Logistikdienstleistung [51622]; Industriekaufmann [71302]; Kaufmann für Groß- und Außenhandelsmanagement [61212]; Kaufmännischer Assistent [–],,,http://bbs-bingen.de
http://www.wikidata.org/entity/Q134176121,Oberstufenzentrum I Technik Potsdam,Point(13.0498719 52.4070583),"Jägerallee 23a, 14469 Potsdam",,BB-200372,,Friseur [82312310]; Maler und Lackierer [33212]; Tischler [22342350]; Maurer [32122]; Dachdecker [32142330]; Beton- und Stahlbetonbauer [32112]; Gestaltungstechnischer Assistent [–]; Hochbaufacharbeiter [32102]; Holzmechaniker [22342],,,http://www.osz1-technik-potsdam.de
http://www.wikidata.org/entity/Q134176194,Oberstufenzentrum 2 Wirtschaft und Verwaltung Städtische Schule Potsdam,Point(13.0893047 52.36495),"Zum Jagenstein 26, 14478 Potsdam",1992-01-01T00:00:00Z,BB-200384,,Rechtsanwaltsfachangestellter [73112]; Verkäufer [62102]; Bankkaufmann [72112010]; Kaufmann für Spedition und Logistikdienstleistung [51622]; Industriekaufmann [71302]; Kaufmann im Gesundheitswesen [73222]; Sport- und Fitnesskaufmann [63122]; Steuerfachangestellter [72302]; Veranstaltungskaufmann [63402]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010]; Verwaltungsfachangestellter [73202]; Kaufmann für Versicherungen und Finanzanlagen [72132],,,http://www.osz2-potsdam.de/
http://www.wikidata.org/entity/Q134176256,Modeschule Berlin,Point(13.3889907 52.5057594),"Kochstraße 9, 10969 Berlin",,BE-02B03,,Textil- und Modeschneider [28222]; Änderungsschneider [28222]; Schuhfertiger [28332]; Textilreiniger [54132]; Sattler [28322]; Maßschneider [28222]; Modist [28222]; Maßschuhmacher [28332],,,https://www.modeschule-berlin.de
http://www.wikidata.org/entity/Q134212110,"OSZ Lotis (Logistik, Touristik und Steuern)",Point(13.380307417 52.484680742),"Dudenstraße 35, 10965 Berlin",,BE-07B03,,Fachlagerist [51312]; Fachkraft für Lagerlogistik [51312]; Kaufmann für Spedition und Logistikdienstleistung [51622]; Kaufmann für Tourismus und Freizeit [63112010]; Kaufmann für Verkehrsservice [51412]; Steuerfachangestellter [72302]; Tourismuskaufmann [63112310],,,https://www.osz-lotis.de
http://www.wikidata.org/entity/Q134213258,OSZ Bürowirtschaft 1,Point(13.31437397 52.423980712),"Ostpreußendamm 40, 12207 Berlin",,BE-06B03,,Kaufmann für Dialogmarketing [92122]; Servicefachkraft für Dialogmarketing [92122]; Kaufmann für Büromanagement [71402],,,https://www.osz-buerowirtschaft-eins.de/
http://www.wikidata.org/entity/Q134213797,OSZ Ästhetik und Technik,Point(13.3199779 52.510398),"Schillerstr. 120, 10625 Berlin (Charlottenburg)",,BE-04B07,,Friseur [82312310]; Zahntechniker [82542310]; Maskenbildner [82342]; Fachangestellter für Bäderbetriebe [53142]; Kosmetiker [82322],,,https://www.oszaet.de/
http://www.wikidata.org/entity/Q134287972,Berufsbildende Schule Lahnstein,Point(7.6069762 50.2990019),"Schulstraße 2-4, 56112 Lahnstein",,RP-60149,60149,"Fachkraft für Metalltechnik [25112]; Feinwerkmechaniker [24512]; Hochbaufacharbeiter [32102]; Holzmechaniker [22342]; Industriekaufmann [71302]; Industriemechaniker [25102]; Maschinen- und Anlagenführer [25122]; Werkzeugmechaniker [24522]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010]; Verwaltungsfachangestellter [73202]; Fliesen-, Platten- und Mosaikleger [33112]; Metallbauer [24412]; Zerspanungsmechaniker [24232]; Tischler [22342350]; Maurer [32122]; Anlagenmechaniker [34342]; Verkäufer [62102]; Kfz-Mechatroniker [25212]; Ausbaufacharbeiter [33302320]; Beton- und Stahlbetonbauer [32112]; Eisenbahner im Betriebsdienst [52202]; Elektroniker für Betriebstechnik [26252310]",,,http://www.bbs-lahnstein.de
http://www.wikidata.org/entity/Q134287979,Berufsbildende Schule Montabaur,Point(7.8140648 50.4376094),"Von-Bodelschwingh-Straße 33, 56410 Montabaur",,RP-60152,60152,Friseur [82312310]; Koch [29302]; Bäcker [29222310]; Fleischer [29232]; Zahnmedizinischer Fachangestellter [81112]; Verkäufer [62102]; Bankkaufmann [72112010]; Fachkraft für Gastronomie [63302]; Fachmann für Systemgastronomie [63312]; Fachverkäufer im Lebensmittelhandwerk (Bäckerei) [62312331]; Kaufmann für Hotelmanagement [63212]; Industriekaufmann [71302]; Kaufmann für Groß- und Außenhandelsmanagement [61212]; Kaufmännischer Assistent [–]; Restaurantfachmann [63302050]; Fachverkäufer im Lebensmittelhandwerk (Fleischerei) [62322313]; Kaufmann für Büromanagement [71402]; Kaufmann im Einzelhandel [62102010]; Medizinischer Fachangestellter [81102]; Hotelfachmann [63222]; Fachverkäufer im Lebensmittelhandwerk (Konditorei) [62312332],,,https://www.bbs-montabaur.de/
