QID,schoolLabel,namedAfter
http://www.wikidata.org/entity/Q136535505,Peter-Behrens-Schule Außenstelle Martin-Buber-Straße,Peter Behrens
http://www.wikidata.org/entity/Q55524743,Wilhelm-Maybach-Schule Heilbronn,Wilhelm Maybach
http://www.wikidata.org/entity/Q89489747,Wilhelm-Maybach-Schule Stuttgart,Wilhelm Maybach
http://www.wikidata.org/entity/Q88961287,Maria-Furtwängler-Schule,Maria Furtwängler
http://www.wikidata.org/entity/Q63847840,Emil Molt Akademie,Emil Molt
http://www.wikidata.org/entity/Q65038375,Max-Eyth-Schule Stuttgart,Max Eyth
http://www.wikidata.org/entity/Q829063,Berufsschulzentrum August von Parseval Bitterfeld-Wolfen,August von Parseval
http://www.wikidata.org/entity/Q136457534,"Berufliches Schulzentrum ""Friedrich Siemens"" Pirna Schulteil Siegfried Rädel Straße",Friedrich Siemens
http://www.wikidata.org/entity/Q136541263,Erich-Brost-Berufskolleg Außenstelle Dechenstraße,Erich Brost
http://www.wikidata.org/entity/Q99896724,Carl-Hahn-Schule,Carl Hahn junior
http://www.wikidata.org/entity/Q60773379,Louise-Schroeder-Schule,Louise Schroeder
http://www.wikidata.org/entity/Q136486641,Alice-Salomon-Schule Standort Herrenhausen,Alice Salomon
http://www.wikidata.org/entity/Q33280305,Anna-Siemsen-Schule,Anna Siemsen
http://www.wikidata.org/entity/Q828994,Mulvany Berufskolleg Herne,William Thomas Mulvany
http://www.wikidata.org/entity/Q135654257,Felix-Bloch-Schule Außenstelle Neustädter Straße,Felix Bloch
http://www.wikidata.org/entity/Q134973304,Brillat-Savarin-Schule (Filiale Neu-Hohenschönhausen),Jean Anthelme Brillat-Savarin
http://www.wikidata.org/entity/Q84600064,Bethmannschule,Bethmann
http://www.wikidata.org/entity/Q348372,Adam-Josef-Cüppers-Berufskolleg,Adam Josef Cüppers
http://www.wikidata.org/entity/Q135726879,Agnes-Karll-Schule,Agnes Karll
http://www.wikidata.org/entity/Q135704125,Andreas-Gordon-Schule Schulteil Neuerbeschule,Andreas Gordon
http://www.wikidata.org/entity/Q136535643,Wilhelm-Emmanuel-von-Ketteler-Berufskolleg Außenstelle Beckstraße,Wilhelm Emmanuel von Ketteler
http://www.wikidata.org/entity/Q135653560,"Berufliches Schulzentrum für Gesundheit, Technik und Wirtschaft des Erzgebirgskreises ""Erdmann Kircheis"" Standort Aue",Carl Erdmann Kircheis
http://www.wikidata.org/entity/Q135653651,"Berufliches Schulzentrum für Gesundheit, Technik und Wirtschaft des Erzgebirgskreises ""Erdmann Kircheis"" Standort Bad Schlema",Carl Erdmann Kircheis
http://www.wikidata.org/entity/Q66004954,Heinrich-Meidinger-Schule,Heinrich Meidinger
http://www.wikidata.org/entity/Q136533384,Hans-Viessmann-Schule Standort Bad Wildungen,Hans Vießmann
http://www.wikidata.org/entity/Q136457261,"Berufliches Schulzentrum für Technik und Hauswirtschaft ""Dr. Friedrich Dittes"" Standort Schillerplatz",Friedrich Dittes
http://www.wikidata.org/entity/Q828807,Berufsbildende Schulen J.P.C. Heinrich Mette Quedlinburg,Heinrich Mette
http://www.wikidata.org/entity/Q136536821,Berufsbildende Schulen Hermann Beims Standort Bodestraße,Hermann Beims
http://www.wikidata.org/entity/Q136533031,Julius-Wegeler-Schule Außenstelle Finkenherd,Julius Wegeler
http://www.wikidata.org/entity/Q77321214,BBS-ME Otto-Brenner-Schule,Otto Brenner
http://www.wikidata.org/entity/Q64431608,Rüdiger-Butte-Schule,Rüdiger Butte
http://www.wikidata.org/entity/Q135726742,Johann-Peter-Schäfer-Schule,Johann Peter Schäfer
http://www.wikidata.org/entity/Q59771103,Johanna-Wittum-Schule,Johanna Wittum
http://www.wikidata.org/entity/Q135726770,Johannes-Vatter-Schule,Johannes Vatter
http://www.wikidata.org/entity/Q136533534,Helmut-Wagner-Berufsschule Rehau,Helmut Wagner
http://www.wikidata.org/entity/Q135703909,"Staatliches Berufsbildungszentrum ""Ernst Arnold"" Schulteil Zeulenroda-Triebes",Ernst Arnold
